Date,Mach type,Mach,Effect,Machine Area,Description,Resolution
6/14/2016,EDM,EDM2,Leaking tank,Slug,Slug stuck behind seal plate; Tank leaking,Removed slugs and confirmed gates operational; Bearings need to be replaced and ordered for tomorrow install (6/20) Bearings installed 6/22 AM
6/14/2016,H,H23,Drill detector INOP,Drill Detector,Drill detector at St#2 INOP,Replaced PCS100 TD sensor
6/14/2016,H,H5,Power pack leak,Power Pack,Power pack leak,HP collet closing pump motor leak; See 6/16 where Russ submits a new work order at the end of the shift 1420
6/15/2016,H,H14,Bar feed does not complete cycle,Bar,Does not complete bar change; keeps feeding until the bar end is loaded short,Reteach with learn mode
6/15/2016,H,H26,Hydraulic pump excessive oil consumption,Hydraulic System,Consuming a full tank of hydraulic oil per shift; 45 gallons? NOT!,No obvious leak found. Will check indexer rack when base is pulled for HP pump install (6/15)
6/15/2016,I,I19,Spindle shut down,Spindle,Spindle #2 shut off; Slide stops prior to finishing cut,Replaced performance module and activated spindle #6; Borrowed from I5 while offline
6/15/2016,I,I1,Turret not going under control,Turret,Turret; 1 ZX axis not going under control,Cycled power; Fault cleared
6/15/2016,FPI,FPI,Feed line fault,,Elbow on coalescent feed line broken,Replaced skimmer pick up on tank #2
6/16/2016,SC,SC1,Door will not close,Door,Front Door lock OPEN; will not lock,Replaced Euchner door interlock
6/16/2016,H,H5,Collet will not close,Collet,Needs HP Hyd for collet clamping; Been running without it for 22 hours! Work order handed in at 1420; end of shift!,Installed new HP pump
6/16/2016,Sinico,Sinico,Bar feed does not complete cycle,Bar,Bar feed does not complete cycle; stops short,Resolved by operator
6/16/2016,SC,SC9,Motor fault,Motor,Servo Not Ready Fault,
6/17/2016,SC,SC6,Electrical cabinet needs new control boards,Electrical,Needs new control boards; Eletrical cabinet,
6/17/2016,SC,SC10,Motor condenser fan replaced,Motor,Needs new condenser motor fan; Electrical cabinet,Replaced electrical cabinet A/C with New
6/17/2016,H,H26,Pendant INOP,Pendant,Pendant not responding,Replaced GE quck panel with spare unit
6/17/2016,H,H40,Dimensions varying ,,Recess unit; Dimension varying up to .010,Recess unit replaced with rebuilt unit that was originally for H40; Installed by JPM on Sat 6/18
6/17/2016,NM2,NM2,Rotary end unscrewed from bar pusher,Bar,Rotary end unscrewed from bar pusher; Simple operator task,New ordered for Sat delivery / Issued to operator on Sat 6/18
6/17/2016,SC,SC9,Need new contractors,,Needs new contactors,
6/20/2016,H,H20,Inverter ejecting too soon,Inverter,Parts ejecting before inverter position,Charged accumulator
6/20/2016,H,H39,Accumulator check requested,Accumulator,Accumulator check requested,At 25bar; Charged to 30bar
6/20/2016,H,H5,Vertical vibrating ,,#3 vertical vibrating heavily,All bearings replaced in spindle. New bleeder valve and belt then reinstalled; Pulleys found at 5/4 when LYO calls for 7/2
6/20/2016,Tsch,Tsch 2,E stop alarm,,E Stop alarm,Reset tripped breaker; 
6/20/2016,I,I3,Coolant Pressure Low,Coolant System,Chips in turret / low coolant flow,"Jose Hernandez removed, cleaned reset, and aligned the turrets A and B"
6/20/2016,H,H5,Hydraulic pump failure,Hydraulic System,Hydraulic pump failure,Blown fuse 0050 replaced / Burned coil replaced
6/20/2016,H,H40,Bar lifter not functioning,Bar,Bar lifter not functioning on bar loader,Reset guard height
6/20/2016,H,H16,Collet will not close,Collet,Collets will not close; parts spinning in collet,LP accumulators OK / HP at 30bar and charged to 50bar; Tagged (6/20) / JPM replaced seals and a check valve on control Pivot (6/21)
6/20/2016,,,Hydraulic parts rack broken wheel,Hydraulic System,ISO Hydro parts rack broken wheel support,Repaired
6/20/2016,Filtermist,Filtermist,Filtermist not running,Filtermist,PM on Filtermist,Cleaned intake hose that was clogged with dust; PM kit not used
6/20/2016,I,I3,Screw Loose,,Side B ball screw loose ??,Tensioned loose nut
6/20/2016,H,H21,Broken screw,Screw,St#5 set screw in tool holder broken,Removed cracked crew and replaced with new PCM clamp screw
6/20/2016,H,H15,Hydraulic Leak,Hydraulic System,Hydr pump? / Power pack leak / CNCs shuddering,Seals replaced on leaking solenoid valve on PP (6/20) / Non maint related! Bob found Rough Bore bleed through...
6/20/2016,I,I1,Coolant Leak,Coolant System,Coolant leaking from turret,"Jose Hernandez removed, cleaned reset, and aligned the turret!!"
6/20/2016,SC,SC3,Hydraulic faults,Hydraulic System,Hydraulics Main Fault,Replaced valve stem in accumulator and charged to 25bar
6/20/2016,Rosemont,Rosemont,Water not draining,,Water not draining,
6/21/2016,H,H40,Torn connection to smog hog,Smog Hog,Connect to Smog Hog,Ducting ordered 6/21; Installed 6/23
6/21/2016,H,H7,Coolant Leak,Coolant System,Coolant / Oil leak,Cleaned area around Electrical cabinet and power pack (6/21) / No leaks found; -6/24 closed
6/21/2016,,,Broken railing,Railing,Broken railing on dock leveler,Weld repairs made
6/21/2016,H,H16,Wash conveyor INOP,Washer,Wash conveyor broken,Repaired; Moved shaft in bearing
6/21/2016,H,H40,Coolant Leak,Coolant System,Coolant / Oil leak,6/24; Leaks found at C/O unit valve and Hyd flange valving / SA Repaired hydraulic leak at inverter (6/27)
6/21/2016,H,H25,Vogel lube fault,Vogel,Vogel lube faults,Replaced Vogel Tank and pump; Unit removed left for repair with Steve A
6/22/2016,T,T97,Clutch INOP,Clutch,Clutch; See LaHouse,Clutch found to be too tight and adjusted
6/22/2016,TK,TK3,Coolant Leak,Coolant System,Ruptured coolant line,Replaced ruptured coolant hose
6/22/2016,H,H27,Hydraulic pump excessive oil consumption,Inverter Hydraulic System,Excessive Hyd oil consumption,Major leak at inverter found when stepping through invert cycles; Repaired
6/22/2016,SC,SC4,Feed overload/ feed motor overheated,Feed System,Feed overload /index camshaft offset / feed motor over heat,Replaced feed motor; OK / Heavy rumble noise at index gone.
6/22/2016,H,H33,Brush unit INOP,Brush Unit,Brushing unit not functioning,Replaced bad proximity sensor
6/22/2016,H,H2,Table not indexing,Table,Table won't index,Checked all valves and base plates for pressure / Replaced faulty ST2 sensor
6/22/2016,Tsch,Tsch 2,Breaker tripping,Breaker,Breaker F111 repeatedly tripping; See 6/20,Traced to U axis Error switch that has been jumped out. Denis has no recollection of having bypassed this switch.
6/22/2016,TK,TK2,Turret noisy,Turret,Turret noisy when returning to home position,6/24; Manually forced lube through all lubrication lines /
6/22/2016,I,I20,Lifting pump fault,Lifting,Lifting pump fault; Oil overflow,
6/22/2016,T,T105,,Collet,Spindle #1 triggering collet open sensor,
6/23/2016,H,H2,Spindle move for setup,Spindle,Spindle swap requested at 1000,Replaced bearings in 26/80 front end.
6/23/2016,I,I20,Coolant Alarm,Coolant System,Coolant alarms / Tank paddles not working,6/27; Broken discs on clutch VRF 500 (Parts ordered 6/28); Clutch discs replaced
6/23/2016,H,H8,Power not shutting machine down,Electrical,Uni power not shutting machine down,Germano found the feed rate for the #2 Sumo insert drill too low; Adjusted
6/23/2016,H,H40,Motors not spinning,Breaker,CB 8 overload breaker reset but motors not spinning (1-4),Replaced blown fuses
6/23/2016,H,H10,Brush unit INOP,Brush Unit,Brush unit st#4 INOP,No Issue!! Operator and Lead never checked machine! JPM repeatedly fired the spindle confriming function.
6/23/2016,H,H4,Proximity cable for loader damaged,Bar loader/ Cable,St#1 prox cable for loader damaged (Sparked) Loader INOP,Replaced prox cable
6/23/2016,H,H14,Bar end gets stuck between new bar and collet,Bar/ Collet,Incomplete bar change cycle;  Bar end gets stuck between new bar and collet,Replaced both pusher dogs and holders
6/23/2016,Deco,Deco 2,Airline leak at gripper/ main drive belt worn,Gripper,Airline leak at gripper / Main drive belt worn,Gerry Costa repaired both; Online by 1000
6/23/2016,Tsch,Tsch 2,Filtermist not running,Filtermist,Filtermist is not running,6/24; Filtermist removed for repair /
6/23/2016,T,T105,Jog switch INOP,Electrical,Jog switch INOP,
6/24/2016,H,H3,Bearings check,Bearings,Sp#3 bearings reported worn,26/80 Front end bearings replaced
6/24/2016,H,H35,Bearings check,Bearings,St#11 spindle bearings / Swap #9 and #11 spindles,Bearings replaced / Spindles swapped
6/24/2016,H,H28,Broken screw,Screw,St#6 Stripped screw at HSK tool clamp,HSK clamp replaced
6/24/2016,H,H15,Rotator INOP,,Rotator NOK; XH position not aligning to spec,Retaining pin holding rack and pinion together was worn. Drilled lager holes and inserted new coil pins
6/24/2016,H,H16,Fette heads crash,Fette head,Fette head needs rebuild after crash,Rebuild completed; Issued Fette head to Dave B
6/24/2016,H,H16,Fette heads crash,Fette head,Fette head needs rebuild after crash / made 6 parts and crashed,
6/24/2016,H,H8,Hydraulic Leak,Hydraulic System,Hydraulic leak at cutoff unit,Missing fitting replaced
6/24/2016,I,I1,X Axis Side B spindle over travel,Axis,X axis Side B spindle over travel,Jose cycled power; Clear
6/24/2016,H,H2,Not firing,,St#5 not firing,Sinat replaced valve with one from H7 / JPM replaced valve on H7
6/24/2016,I,I17,Hydraulic Leak,Hydraulic System,Major hydraulic leak,
6/24/2016,Sinico,Sinico,Hydraulic Leak,Hydraulic System,Major Hydraulic leak at rotator; Rotator rack is broken,6/24;  Disassembled
6/27/2016,I,I2,Drive fault,Drive Fault,Z Drive Fault,Replaced Z1 / X1 axis LT Module
6/27/2016,H,H34,Bearings check,Bearings,ST#9 spindle bearings (Oper report),St#9 35/60 Spindle bearings and seals replaced
6/27/2016,H,H32,Bearings check,Bearings,St#2 spindle bearings worn,"Replaced bearings, o rings, seals, and HSK-C40 clamp"
6/27/2016,I,I18,Travel flag sensor INOP,LEMCA,Iemca facing travel flag sensor INOP,Flag sensor cable replaced
6/27/2016,H,H40,Chip conveyor INOP,Chip Conveyor,Chip cconveyor shutting down,Replaced clutch discs
6/27/2016,H,H27,Power pack leak,Power Pack,Power pack leak,Replaced Hydraulic tube and fittings
6/27/2016,H,H36,Brush unit tripping breaker ,Brush Unit,Brush unit tripping breaker,Replaced Motor starter 6/27; Motor replaced 6/28
6/27/2016,H,H31,Hydraulic Leak,Hydraulic System,Hydraulic leak at chip breaker valve (? Valve station),No leak found; Lead reporting no leak
6/27/2016,H,H40,Hydraulic Leak,Hydraulic System,Hyraulic leak at St#4,Valve seals replaced
6/27/2016,Gate,Gate,Key broken in lock,,Key broken in lock,
6/28/2016,EDM,EDM2,No power,Electrical,No voltage to table; Will not cut,MC Machinery Called 6/28 PO 54218; Loose connection to solenoid repaired by Technician 6/30
6/28/2016,H,H14,Coolant Leak,Coolant System,Leak at coolant tank,Ruptured HP coolant hose replaced
6/28/2016,SC,SC11,Q Axis Fault,,Q axis Fault,Cleared by Steve Salley
6/28/2016,H,H33,CNC will not home/ burning smell,,CNC will not home; Burning smell,CNC was home (??) Not a CNC issue but Utility O/T fault at #12 Bruch. Cleared fault and cycled machine 20x before moving on. No burn smell detected.
6/28/2016,H,H40,Inverter INOP,Inverter,Parts not inverting building up parts in the inverter bushing.,Leaking RVC check valve causing HP hydraulics to bleed into LP system causing too high a pressure in the LP system. Marcel adjusted the HP to balance both systems and allow machine to run.
6/28/2016,H,H28,Inverter failing to return,Inverter,Inverter rod stuck forward,Sinat released hydraulic pressure and reset inverter rod
6/28/2016,H,H27,Bar ends in production,Bar,Bar ends in production,Adjusted saw range from 11 to 14
6/28/2016,H,H16,,Valve,St#7 Spindle valve removed for st#4 at H40; 3rd shift,
6/28/2016,,,Remove spinner request,,Remove Spinner from sort bench by MS32 lab end,
6/29/2016,I,I5,Coolant vacuum pump will not shut down0,Coolant System,Coolant vacuum pump will not shut down,Cleared chips from float switch
6/29/2016,H,H40,Hydraulic flange not repeating,Hydraulic System,St#8 Hyd flange not repeating,
6/29/2016,H,H40,Hydraulic Leak,Hydraulic System,Hydraulic leak at power pack; per PM tix,See above H40 6/28
6/29/2016,H,H14,Vogel lube fault,Vogel,Vogel lube faults 3-4 times per shift,
6/29/2016,Ewag,Ewag,Z Axis out of error limit,Axis,Z axis out of error limit,
6/30/2016,I,I19,Bar clamp alarm,Bar,Bar clamping alarm at Sp#6; Down,Replaced accumulator MS32
6/30/2016,I,I20,Iemca will not load in Auto,LEMCA,Iemca will not load in Auto,Loaded bar ends to find failure. Loading arms actuating cylinder failing causing sequence to time itself out; Cylinder replaced and loading in Auto
6/30/2016,I,I4,Drive link fault,Drive Fault,Drive Link Fault,Cycled power but faults returned; Diagnosed as single leg low voltage to machine. Faults cleared when voltage level returned to normal
6/30/2016,H,H25/H29,Gap in platform,,Gap in platform; Hit?,Closed gap and bolted platforms together
6/30/2016,H,H24,Pendant INOP,Pendant,Pendant rotation limit pin broken,Rotational lock pin replaced
6/30/2016,H,H2,FCB not firing,,St#5 FCB not firing,No Maintenance; Tool not going to depth because it is broken
6/30/2016,H,H1/H10,Safety Paint required,Paint,Saftey paint required on platform,
6/30/2016,Sinico,Sinico,Motor thermal overload fault,Motor,Motor thermal overload fault; Hydraulic,Power to Sinico compromised by bad connection at tap box and bus duct; damaged 24v DC power supply replaced
6/30/2016,Compressor,Compressor,Powerwash after cooler,Washer,Powerwash after cooler; pollen,Completed
7/1/2016,H,H40,Spindle not turning,Spindle,Spindles #1;  #4 not rotating,Replaced blown fuses (25A installed)
7/1/2016,H,H4,Brush unit tripping breaker ,Brush Unit,St#6 brushing unit tripping breaker,Replaced seized motor starters
7/1/2016,H,H32,Accumulator check requested,Accumulator,Accumulator check requested,No Issues; LP at 30bar / HP at 50bar. Tagged
7/1/2016,H,H40,Hydraulic flange not repeating,Hydraulic System,St#8 Hyd flange not repeating,Removed pressure restricting orifice at flange
7/1/2016,A,A78,Pick off ejector INOP,Pick Off,Pick Off failure (again),P/O removed ffor cleaning and seals (7/1) Installed (7/5)
7/1/2016,A,A69,Broken screw,Screw,Broken screw in PO slide,Joprge Flores (Lead) removed and replaced
7/1/2016,Tsch,Tsch 2,Coolant Pressure Low,Coolant System,No Coolant to wheels,Replaced coolant flow solenoid
7/1/2016,H,H19,Table stuck,Table,Table stuck at 1/2 table,Table position reset; OK
7/1/2016,H,H40,Install proximity switch request,,Install and program prox switches at #7 and#8 Hyd Flanges,Installed and program updated by Tony
7/1/2016,H,H32,Bearings noise,Bearings,St#2 still chattering after spindle bearings and tool head clamp installed,Swapped 35/60 for 36/100 from H22
7/5/2016,H,H1,Hydraulic pressure issue,Hydraulic System,Hydraulic pressure varying beyond normal range,Ruptured bladder in accumulator; Replaced and charged
7/5/2016,Rosemont,Rosemont,"Motor runs, but tumbler does not",Motor,Motor runs but tumbler doesn't,Drive belt slipped off motor and pulley; Reset
7/5/2016,I,I2,Hydraulic pump not getting oil,Hydraulic System,Hydraulic pressure not coming up,Bled system
7/5/2016,H,H11,,Motor,Swap St#11 3470 motor for a 1700 motor,Completed
7/5/2016,H,H38,Motor fault,Motor,St#5 motor will not start,Replaced motor and two seized motor starters / Also replaced Vogel gage
7/5/2016,Sinico,Sinico,Motor thermal overload fault,Motor,Motor thermal overload fault; Hydraulic,Power to Sinico compromised by bad connection at tap box and bus duct; damaged 24v DC power supply replaced
7/5/2016,I,I1,Turret will not reference,Turret,Turret 1x axis carraige end position; Will not refference,Replaced glass scale and referrenced; B side X axis
7/5/2016,Tsch,Tsch 2,Motor alarm,Motor,C axis servo overheat alarm when started,Determined the Regulating wheel motor is causing the overtemp fault. Extreme difficulty in attempt to remove the motor from the spindle. Email sent to Ali requesting guidance (7/5) Motor cam apart allowing spindle to be removed with motor drive shaft still firmly seated in spindle. Replaced spindle and motor with spares and online by 1030
