ReqID,ReqDate,ReqTime,MachID,MachLoc,Manufacturer,machtype,Model,machcustomID,machdesc,ProblemID,ProblemDesc,Prob_cause,PreventPMchk,chk_instructions,Repstatus,Repdate,Reptime,Reptech,RepRes
7289,6/29/13,12:26:23 AM,33,Dicing Cell,Interlab,Rinse Station,MRS/1855,P0041,Rinse Station 005,7683,Reading lower than 7 ohms. Water bed needs replaced,Mounting ring sizes adjusted by Disco service,FALSE,,Under Repair,7/1/13,9:10:57 AM,Tech 1,Replaced Mixeed Bed
7290,6/29/13,8:36:57 AM,489,Test Cell,Philips,M1 Test tank,M1 Test tank,P0903,M1 Test tank,7684,Motor Seized up,increase blow time settings,FALSE,,,,,,
7291,7/1/13,8:09:39 AM,345,Sputtering Lab,Palomar,Auto Tab Bonder,8000,P0732,Auto Tab Bonder,7685,Vacuum pump very loud.  Concerned,replace roll pin,FALSE,,Under Repair,7/1/13,12:34:19 PM,Tech 1,Replaced Vacuum Pump
7292,7/1/13,8:58:16 AM,292,MOPS,Themoyne,Hot Plate,,P0613,Hot Plate,7686,"water leak, unit is wet, please dry/check",Error message when trying to run test. bad cable c,FALSE,,Under Repair,7/1/13,9:39:46 AM,Tech 1,Dried out unit
7293,7/1/13,9:35:01 AM,382,Dicing Cell,Disco,Dicing Saw,DFD6240,P0795,Dicing Saw,7687,Cut Water Flow (SHW) Lower Limit,Replaced oxygen tank,FALSE,,Under Repair,7/1/13,11:38:32 AM,Tech 1,Clean the internal pre-filter.
7294,7/1/13,2:19:20 PM,435,Closing Cell,,,,P0836,Nitrogen Chamber,7688,"Humidity gage reads 46%, should be under 39% ",Replaced oxygen tank,FALSE,,,,,,
7295,7/1/13,2:31:48 PM,85,Wiring Cell,Other,Other,Other,Other,Other,7689,Camelio line. Computer hanger needs mounted under work bench. Hanger is sitting on work bench.,"replace front water jet, adjust and tighten water ",FALSE,,,,,,
7296,7/2/13,12:22:33 AM,479,Test Cell,Philips,Bench Top Test System,4500-6735,P0894,Bench Top Test Syste,7690,SNI No signal on anything that isn't glass target,Envisor AIM system doesn't work.  replace computer,FALSE,,,,,,
7297,7/2/13,12:30:39 PM,248,Wiring Cell,HUGHES,TAB BONDER,HTT-1000,P0634,TAB BONDER,7691,foot pedal goes down the whole way before the bonding head will heat. pedal needs adjusted. see Ann Krepps,,FALSE,,,,,,
7298,7/2/13,4:15:37 PM,590,AMP Area,Denton,Sputtering Machine,Phoenix,P1002,Sputtering Machine,7692,Cathode beam error,Denton tech cleaned & serviced the hi-vac valve.,FALSE,,,,,,
7299,7/2/13,5:59:57 PM,13,AMP Area,K&S,DICING SAW,982,P0018,SAW #9,7693,Table will not rotate home,check pump operation,FALSE,,,,,,
7300,7/2/13,9:39:08 PM,590,AMP Area,Denton,Sputtering Machine,Phoenix,P1002,Sputtering Machine,7694,Denton faulted for ion mill error,Mounting ring sizes adjusted by Disco service,FALSE,,Under Repair,7/3/13,2:17:37 PM,Tech 1,Cleaned the anode surface and changed both filaments.
7301,7/3/13,2:32:37 AM,46,Closing Cell,Alcatel,vacuum pump,2063CP+,P0113,vacuum pump,7695,Pump oil level low,adjust CT air flow,FALSE,,,,,,
7302,7/3/13,6:31:01 AM,453,AMP Area,Ultron,Tape Mounter,UH-115-8,P0871,Tape Mounter,7696,Handle snapped off on tape machine,There is a clog in the grinder. Production is stop,FALSE,,,,,,
7303,7/3/13,12:35:08 PM,82,AMP Area,CHA INDUSTRIES,SPUTTERING,SSC-1000,P0046,CHA#2,7697,Can not change neutralizer filament due to a stripped thread.,Temp station not working.  replace U15 and U17,FALSE,,Under Repair,7/3/13,2:20:48 PM,Tech 1,Replaced Ion Grid Assembly
7304,7/8/13,6:45:12 AM,82,AMP Area,CHA INDUSTRIES,SPUTTERING,SSC-1000,P0046,CHA#2,7698,IC5 is offline,re-position connector and replace wire tie,FALSE,,,,,,
7305,7/8/13,7:23:19 AM,169,AMP Area,Branson,Omni cleaner,1012,P0051,Ultrasonic cleaner,7699,Leaking,LVL Attach #1 bench needs a holder for the air gun,FALSE,,Under Repair,7/22/13,7:44:18 AM,Tech 1,Replaced filter housing o-ring
7306,7/8/13,9:34:24 AM,479,Test Cell,Philips,Bench Top Test System,4500-6735,P0894,Bench Top Test Syste,7700,BT 8 will not calibrate.  Doesn't recognize any equipment.,replace cathode filament,FALSE,,,,,,
7307,7/8/13,3:01:29 PM,117,Wiring Cell,Interlab,Rinse Station,MRS/1855,P0075,Rinse Station 004,7701,Flow meter not working,restore calibration files,FALSE,,,,,,
7308,7/9/13,7:39:31 AM,138,AMP Area,WEDCO,WEDCO GRINDER,6 IN MILL,P0325,WEDCO GRINDER,7702,Please adjust blade gap closer.  ,"P0174, poling machine will not work , no problem f",FALSE,,,,,,
7309,7/9/13,2:13:55 PM,25,AMP Area,SAMSCO,EVAPORATION SYSTEM,,P0031,EVAPORATION SYSTEM,7703,replace drain tube on evaporator ,Zoom knob on scope keeps turning past the stoping ,FALSE,,,,,,
7316,7/10/13,8:50:13 AM,139,AMP Area,DISCO,BACKGRINDER,DAG 810,P0072,BACKGRINDER,7710,put a regulator on the extractor at backgrind.  It should be able to regulate the vacuum pressure from 10 to 25 inches of Hg.,replace door gasket,FALSE,,,,,,
7317,7/10/13,11:44:27 AM,85,Forming Cell,Other,Other,Other,Other,Other,7711,Battery needs replaced in cap meter. Will deliver meter to maintenance.,Re-tape AP reservoir fittings.,FALSE,,,,,,
7318,7/10/13,9:34:54 PM,13,AMP Area,K&S,DICING SAW,982,P0018,SAW #9,7712,"Schenck balancer for saw is acting up, operator says lens looks damaged",Re-Set PLC controller.,FALSE,,,,,,
7319,7/11/13,4:31:41 AM,116,Dicing Cell,Interlab,Rinse Station,MRS/1855,P0044,Rinse Station 003,7713,Resistivity is reading 8 MOhms.  MBV needs replaced,Broken bolt in plasma treater,FALSE,,,,,,
7320,7/11/13,8:31:25 AM,377,AMP Area,Ultron,Tap Machine,UH115-8,P0775,Tape Machine,7714,blade needs changed,replace upper suction cups,FALSE,,,,,,
7321,7/11/13,9:10:46 AM,575,Service Cell,Envax Products Inc,Encapsulator,VE-16,P0986,Encapsulator,7715,Black Box not working ,Tighten hose clamp,FALSE,,,,,,
7322,7/11/13,9:19:15 AM,56,Lensing Cell,Welch Vacuum Inc.,vacuum pump,WELCH 1402,P0123,vacuum pump,7716,leaking oil,Waterfall shut down and no longer in use. Needs dr,FALSE,,Under Repair,7/22/13,7:05:39 AM,Tech 1,Cleaned up oil
7323,7/11/13,11:03:28 AM,151,Closing Cell,MARCH,PLASMA ETCHER,PX-1000,P0378,PLASMA ETCHER,7717,Verify operation.,When leaving 9/27/13 system was not functioning co,FALSE,,,,,,
7324,7/11/13,11:25:36 AM,85,Wiring Cell,Other,Other,Other,Other,Other,7718, P0502 Oven door will not stay latched.,Repair ion source / replace grid assembly.,FALSE,,,,,,
7325,7/11/13,12:49:01 PM,469,AMP Area,Welch,vacuum pump,1402 chemstar,p0155,degasser,7719,Pump is not pulling down to requirements.  ,,FALSE,,,,,,
7326,7/11/13,12:54:06 PM,85,Omni Cell,Other,Other,Other,Other,Other,7720,P0748 oven door not closing .,reseat IC chip,FALSE,,,,,,
7327,7/11/13,1:26:23 PM,83,Dicing Cell,DISCO,DICING SAW,DAD3220,P0083,DICING SAW,7721,Getting error during sensor cal,unclog grinder and check blade gap,FALSE,,,,,,
7328,7/11/13,1:47:21 PM,630,Test Cell,Philips,HD11 XE,HD11 XE,P1032,HD11 XE,7722,Monitor keeps blacking out.  Reboots has been fixing.,Outside circulating pump not working. replace pump,FALSE,,,,,,
7329,7/11/13,9:13:22 PM,397,Lensing Cell,,,,,,7723,Move poling equipment fromLensing#23 to Lensing #24.,Replaced the anti-static nitrogen assembly.,FALSE,,,,,,
7330,7/12/13,7:59:39 AM,194,Wiring Cell,HUGHES,TAB BONDER,HTT-1000A,P0694,TAB BONDER,7724,Tip will not lower completely on tab bonder,REGEN cryo pump,FALSE,,,,,,
7331,7/12/13,10:58:16 AM,194,Wiring Cell,HUGHES,TAB BONDER,HTT-1000A,P0694,TAB BONDER,7725,Tip will not lower again on tab bonder,Replaced the anti-static nitrogen assembly.,FALSE,,,,,,
7332,7/12/13,11:09:45 AM,486,Test Cell,Philips,Bench Top Test System,4500-6735,P0900,Bench Top Test Syste,7726,ribbon cable that attaches to zif is broken,increase fan speed,FALSE,,,,,,
7333,7/13/13,3:32:19 AM,85,Dicing Cell,Other,Other,Other,Other,Other,7727,Low level sump pump in drain tank on Dicing Utilities Bank #1 needs replaced. ,P#'s needed for two new fume extractors; and insta,FALSE,,,,,,
7334,7/13/13,9:48:21 AM,194,Wiring Cell,HUGHES,TAB BONDER,HTT-1000A,P0694,TAB BONDER,7728,Tip won't lower conmpletely on tab bonder.,Filter needs replaced in hood. P0014 not on list. ,FALSE,,,,,,
7335,7/15/13,7:12:54 AM,134,AMP Area,Wasino,Surface Grinder,Meister V3,P0300,Surface Grinder,7729,Chamfer grinder is holding at start up screen. Not functioning.,Replaced air fitting on gun.,FALSE,,,,,,
7336,7/15/13,7:59:30 AM,114,Wiring Cell,Interlab,Rinse Station,MRS/1855,P0042,Rinse Station 001,7730,Waterfall tank resistivity low,,FALSE,,,,,,
7337,7/15/13,8:10:59 AM,382,Dicing Cell,Disco,Dicing Saw,DFD6240,P0795,Dicing Saw,7731,can not loosen filter housing,UV bulb needs to be replaced. replace the bulb,FALSE,,,,,,
7339,7/15/13,9:00:21 AM,642,MOPS,CRP,Laminar Flow hood,C4004,P1052,Laminar Flow hood,7733,"P1052, P1053, P1054 and P1055: Please  add these snap connection to fix vinyl curtain to frame. ",Pump P0150 needs oil,FALSE,,,,,,
7340,7/15/13,9:30:59 AM,85,Dicing Cell,Other,Other,Other,Other,Other,7734,Re-route pilot system line from Univar tank to evaporator.,Pump needs oil,FALSE,,,,,,
7341,7/15/13,9:48:47 AM,601,AMP Area,Pall Corp,Process Water Filtration Syste,,P1013,Process Water Filtra,7735,Add low level switch to shut off supply pump,replace vacuum valve,FALSE,,,,,,
7342,7/15/13,10:34:56 AM,73,Dicing Cell,Welch Vacuum Inc.,vacuum pump,WELCH 1402,P0140,vacuum pump,7736,Looks like vacuum pump is filled with oil/water emulsion.,replace door gasket,FALSE,,,,,,
7343,7/15/13,5:59:10 PM,470,AMP Area,Disco,Dicing saw,DAD3220,P0880,Dicing saw,7737,height gauge will not operate,"Problem with opens, but ok on other MIMS boxes .  ",FALSE,,,,,,
7344,7/15/13,9:17:34 PM,517,Closing Cell,Philips,MIMS MTS box,MTS 2,P0930,MIMS MTS box,7738,Cannot test Final Impedance.  Measure button is grayed out in PTS.,esd hook up loose,FALSE,,,,,,
7345,7/15/13,9:33:21 PM,461,Stackbond Cell,Schmidt,Pneumatic Press,329-3K,P0878,Wafer Bond Press,7739,FORCE STROKE LIMIT NOT REACHED - Pressure is at 48psi but stroke seems to not be going past 62 -still getting error,PUC slot on isolation tester is malfunctioning. re,FALSE,,Under Repair,7/15/13,10:35:46 PM,Tech 1,Air pressure adjustment / re-boot
7346,7/16/13,7:22:20 AM,85,AMP Area,Other,Other,Other,Other,Other,7740,1 Argon tank in mech room reading < 500PSI,Added oil,FALSE,,,,,,
7347,7/16/13,9:35:16 AM,166,Dicing Cell,Disco,Dicing Saw,DAD3220,P0090,Dicing Saw,7741,Cut water flow(shw) low,replace filters,FALSE,,,,,,
7348,7/16/13,9:40:43 AM,619,Test Cell,Philips,IU22,IU22,P1021,IU22,7742,Noise in image on C8-4 units.  All other IU22 systems don't do it.,Power cord is rubbing on table. usable now but if ,FALSE,,,,,,
7349,7/16/13,8:46:59 PM,166,AMP Area,Disco,Dicing Saw,DAD3220,P0090,Dicing Saw,7743,saw faulting out for low water flow,the roller is cockeyed/angled; needs fixed ASAP; l,FALSE,,,,,,
7350,7/16/13,8:47:29 PM,382,AMP Area,Disco,Dicing Saw,DFD6240,P0795,Dicing Saw,7744,saw faulting out for low water flow,Production resolved,FALSE,,Under Repair,7/16/13,9:53:15 PM,Tech 1,Cleaned internal pre-filter
7351,7/17/13,7:20:29 AM,506,Attaching Cell,Philips,MIMS MTS box,MTS 2,P0920,MIMS MTS box,7745,Failing probes. box located in LVL cable area,reset PLC,FALSE,,,,,,
7352,7/17/13,8:10:09 AM,85,Dicing Cell,Other,Other,Other,Other,Other,7746,Install air & water utilities on bank for 3220 that is moving to accomodate new 6240.,Vac. Pump at backgrind is screeching.,FALSE,,,,,,
7353,7/17/13,1:17:06 PM,588,AMP Area,Lauda,Chiller,WK-4600,P1000,Chiller,7747,chiller not working,We need the metal block to measure the height of t,FALSE,,,,,,
7354,7/17/13,4:21:03 PM,82,AMP Area,CHA INDUSTRIES,SPUTTERING,SSC-1000,P0046,CHA#2,7748,CHA table will not go down,replace batteries in UPS,FALSE,,Under Repair,7/17/13,9:03:05 PM,Tech 1,Repaired loose connection on source plate limit switch.
7355,7/17/13,6:23:22 PM,461,AMP Area,Schmidt,Pneumatic Press,329-3K,P0878,Wafer Bond Press,7749,"waferpress not up to full power stroke 
",Power supply replaced by Tech 2,FALSE,,Under Repair,7/17/13,9:08:53 PM,Tech 1,Tweak air pressure adjustment.
7356,7/17/13,8:38:02 PM,85,Shipping,Other,Other,Other,Other,Other,7750,"Strange odor filling shipping room.  
Under Investigation by Tech 1",P0855 tape machine in ECR is down; start button br,FALSE,,Under Repair,7/17/13,9:20:34 PM,Tech 1,Called JLL
7357,7/17/13,10:00:38 PM,30,AMP Area,K&S,DICING SAW,982,P0037,SAW #11,7751,water leak,,FALSE,,Under Repair,7/17/13,10:35:19 PM,Tech 1,Operator resolved
7358,7/18/13,7:58:57 AM,158,Lensing Cell,ENVAX,ENCAPSULATOR,VE-16,P0401,ENCAPSULATOR,7752,"Won't seal , hinges not straight ",,FALSE,,,,,,
7359,7/18/13,8:20:27 AM,158,Lensing Cell,ENVAX,ENCAPSULATOR,VE-16,P0401,ENCAPSULATOR,7753,"door will not seal
",adjust pressure regulator,FALSE,,,,,,
7360,7/18/13,10:45:38 AM,480,Test Cell,Philips,Bench Top Test System,4500-6735,P0895,Bench Top Test Syste,7754,Horizontal Motor drifts and then fails TOF,replace MBV tank,FALSE,,,,,,
7361,7/18/13,10:48:09 AM,248,Wiring Cell,HUGHES,TAB BONDER,HTT-1000,P0634,TAB BONDER,7755,Keep getting error on Hughs power supply,Repair the lid plunger.,FALSE,,,,,,
7362,7/18/13,1:37:56 PM,377,AMP Area,Ultron,Tap Machine,UH115-8,P0775,Tape Machine,7756,on/off switch needs moved to the right hand side of the table it sets on; cord in the way of kan ban bins,adjust vacuum pressure,FALSE,,Under Repair,7/18/13,10:36:19 PM,Tech 1,Moved switch
7363,7/18/13,2:07:36 PM,205,Wiring Cell,Xenon,Pulsed UV Curing System,RC-500-B,P0658,Pulsed UV Curing Sys,7757,"UV chamber light bulb needs changed, bulb is flickering",Needs to be reset. they pressed release button the,FALSE,,Under Repair,7/18/13,3:59:37 PM,Tech 1,Replaced bulb
7364,7/18/13,3:58:59 PM,630,Test Cell,Philips,HD11 XE,HD11 XE,P1032,HD11 XE,7758,Display monitor on hd11XE system has lines and streaks throughout display.,replace door gasket,FALSE,,Under Repair,7/18/13,8:41:41 PM,Tech 1,Duplicate request
7365,7/18/13,8:38:18 PM,590,AMP Area,Denton,Sputtering Machine,Phoenix,P1002,Sputtering Machine,7759,chain jumped on drive,repair water leak,FALSE,,Under Repair,7/18/13,10:32:00 PM,Tech 1,Could not duplicate issue
7366,7/19/13,1:08:16 AM,46,Closing Cell,Alcatel,vacuum pump,2063CP+,P0113,vacuum pump,7760,Vacuum pump oil level low,Repaired end of cable.,FALSE,,,,,,
7367,7/19/13,6:22:20 AM,242,MOPS,HUGHES,TAB BONDER,HTT-1000,P0627,TAB BONDER,7761,"will not heat , Tab bonder",Replaced vacuum motor.,FALSE,,,,,,
7368,7/19/13,8:59:46 AM,151,Closing Cell,MARCH,PLASMA ETCHER,PX-1000,P0378,PLASMA ETCHER,7762,Oil is low,light mount on jewelers scope at dicing broken. re,FALSE,,,,,,
7369,7/19/13,9:59:11 AM,16,Dicing Cell,K&S,DICING SAW,982,P0021,SAW #7,7763,Water Leak,,FALSE,,,,,,
7370,7/19/13,10:46:18 AM,590,AMP Area,Denton,Sputtering Machine,Phoenix,P1002,Sputtering Machine,7764,"TVP was off - called Matt Cooper, problem solved",,FALSE,,,,,,
7371,7/19/13,11:21:27 AM,590,Sputtering Lab,Denton,Sputtering Machine,Phoenix,P1002,Sputtering Machine,7765,Cathode water #1 # 2 and #3 off,Error message when plugging in 3D probes. Unable t,FALSE,,,,,,
7372,7/19/13,11:47:41 AM,382,Dicing Cell,Disco,Dicing Saw,DFD6240,P0795,Dicing Saw,7766,"Low water flow, constant alarm.  Filter in saw appears to be clogged up with surfactant slime.",oven P0503 needs calibrated to 90 degrees,FALSE,,,,,,
7373,7/19/13,2:41:00 PM,400,Wiring Cell,Welch,Vacuum Pump,1402,P0799,Vacuum Pump,7767,Oil level is at the top of it's range.,Add N2/H2 tank,FALSE,,Under Repair,7/22/13,7:26:08 AM,Tech 1,Oil Level normal
7374,7/19/13,9:13:22 PM,464,Wiring Cell,March,Plasma System,AP1000,P0868,Plasma System,7768,Plasma Treater Process pressure alarm on program 2.,Screws vibrating out of grinder motor,FALSE,,,,,,
7375,7/20/13,5:09:58 AM,321,AMP Area,Disco,Auto Blanking Saw,DFD6240,P0154,Auto Blanking Saw,7769,Machine loses vacuum and dropping tape rings.  Could be an issue with internal suction cups.,Adjusted rotary drive mechanism.,FALSE,,,,,,
7376,7/22/13,7:02:27 AM,463,Wiring Cell,March,Plasma System,AP1000,P0862,Plasma System,7770,"BLADDER BOND: Argon tank in red, needs changed.",Put carrier back on track.,FALSE,,,,,,
7377,7/22/13,7:37:45 AM,138,AMP Area,WEDCO,WEDCO GRINDER,6 IN MILL,P0325,WEDCO GRINDER,7771,Hour meter is not working for the new motor.,Replaced Air Guns,FALSE,,,,,,
7378,7/22/13,9:03:35 AM,397,AMP Area,,,,,,7772,Please move the air maintenance unit from downstairs P0735 to P1053. ,replace motor and grinding plates,FALSE,,Under Repair,7/22/13,11:33:07 AM,Tech 1,Complete
7379,7/22/13,9:26:19 AM,41,Engineering Lab,Welch Vacuum Inc.,vacuum pump,WELCH 1402N,P0108,vacuum pump,7773,leaking oil,install power supply with rev 2.2 software,FALSE,,Under Repair,7/22/13,10:33:59 AM,Tech 1,No Issue found
7380,7/22/13,4:13:11 PM,590,AMP Area,Denton,Sputtering Machine,Phoenix,P1002,Sputtering Machine,7774,cathoid filament out on denton,Replaced the light source power supply.,FALSE,,,,,,
7381,7/23/13,9:27:51 AM,643,MOPS,CRP,Laminar Flow hood,C4004,P1053,Laminar Flow hood,7775,"Please retrofit the microscope stand with new paint and add feet.
Thanks",add 400ml fomblin,FALSE,,,,,,
7382,7/23/13,9:32:28 AM,85,Closing Cell,Other,Other,Other,Other,Other,7776,Power box for torque driver will not run on High rotation setting.,Please build a hose/valve/quick connect assy to co,FALSE,,,,,,
7383,7/23/13,3:31:31 PM,150,Closing Cell,MARCH,PLASMA ETCHER,PX-1000,P0377,PLASMA ETCHER,7777,Alarm is going off on Plasma treater,,FALSE,,,,,,
7384,7/23/13,5:51:13 PM,321,AMP Area,Disco,Auto Blanking Saw,DFD6240,P0154,Auto Blanking Saw,7778,water filter mounts broke,Complete,FALSE,,,,,,
7385,7/24/13,7:36:54 AM,382,Dicing Cell,Disco,Dicing Saw,DFD6240,P0795,Dicing Saw,7779,Cut water flow shower,"boeckler video out cable needs replaced , snowy pi",FALSE,,,,,,
7388,7/24/13,10:49:45 AM,169,AMP Area,Branson,Omni cleaner,1012,P0051,Ultrasonic cleaner,7782,ULTRASONIC CLEANER IS ALARMING WITH A RED LIGHT,Matt Cooper Resolved,FALSE,,Under Repair,7/24/13,1:40:48 PM,Tech 1,reprogram the controller
7389,7/24/13,10:55:35 AM,390,Office Area,Datamax,Label printer,H-4310,P0787,Label printer,7783,SN labels print some then don't print. Label roll not secure enough. Exampl  ,Adjusted the “ Load Lock” Carrier position sensor.,FALSE,,,,,,
7390,7/24/13,11:04:36 AM,119,Sputtering Lab,Branson,Omni Cleaner ,,P0050,Omni Cleaner ,7784,Rinse bath #1 Branson not working every time.,replace chuck seals,FALSE,,Under Repair,7/24/13,1:47:08 PM,Tech 1,I replaced the Carbon bed so water will need to degas.
7391,7/24/13,1:16:53 PM,119,Sputtering Lab,Branson,Omni Cleaner ,,P0050,Omni Cleaner ,7785,No resistivity measurement ,air pressure is low at saw. put in JLL request for,FALSE,,Under Repair,7/25/13,8:33:05 AM,Tech 1,Water has stabilized through the deionizing process.
7392,7/24/13,8:39:36 PM,573,Lensing Cell,semco,Mixer,388,P0985,Mixer,7786,"sem kit mixer leaking air, hissing.",adjust lower arm cylinder sensor,FALSE,,,,,,
7393,7/25/13,7:52:33 AM,85,AMP Area,Other,Other,Other,Other,Other,7787,Lid won't release on thinky after mixing,We have a bandit clamp tool that is not working. I,FALSE,,,,,,
7394,7/25/13,12:44:09 PM,149,AMP Area,MARCH,PLASMA ETCHER,PX-1000,P0376,PLASMA ETCHER,7788,Ceramic washer broke.  needs replaced/ evaluated,"down for 1 hour,could not restart system",FALSE,,,,,,
7395,7/25/13,7:47:36 PM,152,Lensing Cell,MARCH,PLASMA ETCHER,PX-1000,P0379,PLASMA ETCHER,7789,AR/H2 tank is low needs changed,Power drop issue. JLL request required.,FALSE,,Under Repair,7/26/13,8:22:44 AM,Tech 1,Replaced Argon Tank
7396,7/25/13,8:08:42 PM,119,Sputtering Lab,Branson,Omni Cleaner ,,P0050,Omni Cleaner ,7790,set point on the Omni cleaner is down to 3.99 - it should be 14....,tooling needed cleaned and re aligned,TRUE,,Under Repair,7/26/13,10:47:10 AM,Tech 1,Replaced mixed bed
7397,7/25/13,10:12:48 PM,169,AMP Area,Branson,Omni cleaner,1012,P0051,Ultrasonic cleaner,7791,Res. Reads low - red light on,Several supply & return lines to the flow gages we,FALSE,,,,,,
7398,7/26/13,9:30:31 AM,85,Omni Cell,Other,Other,Other,Other,Other,7792,mims box Needs upgrade done on it,Added 500ML Fomblin oil,FALSE,,,,,,
7399,7/26/13,12:01:52 PM,85,Lensing Cell,Other,Other,Other,Other,Other,7793,Need a nitrogen line hook up and soldering iron,P0177 Branson power plug needs repaired.,FALSE,,Under Repair,7/26/13,12:50:28 PM,Tech 1,Complete
7400,7/26/13,7:57:52 PM,169,AMP Area,Branson,Omni cleaner,1012,P0051,Ultrasonic cleaner,7794,Light red on DI tank indicator,Xbox freezes when trying to use. Will not ID probe,FALSE,,Under Repair,7/29/13,8:24:56 AM,Tech 1,Removed Indicator
